Sl. No,Text Review,Sentiment
552,"Very disappointed with my stay. On arrival, guests are served with glasses of kokum juice. As I was thirsty, I had two glasses. I am always very careful about what I eat and drink in India, but don't drink the hotel's kokum juice because I ended up with diarrhea for two days! They hotel claims to be 5 stars, which is a joke. The signs around the place are falling apart (missing letters etc) and are generally unhelpful (took us 20 mins to find the kids activity area) while in our room heavy water stains were coming through the marbling. I also had to call reception four times to get the wireless connection sorted, and when it was working it was very very slow and next to useless. The staff are generally young and inexperienced, and have trouble dealing with anything but simple requests. Do yourself a favour and go somewhere else.",0
553,"I stayed here for 2 weeks and can promise why one should not stay in this hotel?

1. Staff with a lot of attitude. From front desk to bar....everyone.
2. 1.5 Km away from beach...the shuttle they claim to be provided is only available from 10 AM to 5 PM
3. They will never change the bedsheet or towels....will just fold the used ones till you notice
4. Used crockery will never be removed till alila host is informed
5. Spice Studio is always closed for private parties. The only other option Vivo is pathetic.
6. Gym doesn't have access to Steam room. The sweaty treadmill will always be sweaty.
7. Charged my Credit Card for the whole stay 100% advance even with asking me.

The only thing the hotel is good at is replying back on public platforms with false information. The guy who is replying back will never see you in person. He is probably sitting in marketing office.",0
554,"The alila diwa goa is a good and new property spread over a good space with good pools and good pool facing rooms,
The rooms are very spacious and the amenities are new with all latest gadgets and all new bathroom fittings,the bathrooms also spread over a 150sqft space

The sad part is the management and the staff who could not serve the guest with smile,the management is good professional and not upto the mark,the food is pathetic and no variety is being served,as the property is located very in isolated place that it becomes difficult to go out

If you are looking to pamper yourself with good food and enjoyment then don't opt for this property

Stayed August 2012, travelled with family",0
555,"Nice ambiance .... nice rooms with amenities but the service quality is pathetic. Not suitable for any group movement. 
Resort is away from the beach ... n they claimed to have shuttle service between hotel n the beach. During our stay I have to utilise the services of my vehicle to ferry my group members to beach as vehicles were not there and hotel refused to use there other vehicles stating they are used only for airport transfers. 
Service is below par ... if you ask something u get after 2 hrs that too with reminders. The team has no authority to take any decision and for any request you get the reply NO. 
Such a bad experience we had during our stay at the hotel ... definitely not going to visit again. 
I must say hotel is great with amenities and ambiance where they lack is the service quality. Big NO for any one looking this one for group movement.",0
556,"This was our fifth visit tot the hotel in the last three years. This time we planned may as the kids school holiday's were coming to an end. We have always loved this hotel and preferred it to the other five stars in South Goa due to it's location, ambience and the serenity it's offers which is really required when one is taking a break from the faced paced life in Mumbai. Have always given this place a lot of reccomendations but unfortunately this time we had a very disappointing experience because of the detroiating service standards in the hotel !!! am a very Selective traveler and attention to detail is important to me and due to work pressure we land up taking 2 holidays only every year!! we arrived into the hotel during lunch time , we went to Vivo the coffee shop as We we horrified with our first meal at the start of vacation which gave us th taste of being at a wedding where the caterer cooks for the masses and doesnt care about presentation or quality. And it's sad that after calling the GM of the hotel and speaking to the head of F & B 
services about my disappointment in the food quality were we promised attention to food. All I can is that besides one night of having a good meal from spice studio the other meals were below average!!! Forget expectations on local goan food , the other fare wouldn't excite your pallet at all !! I did get an opportunity to meet with the Head Chef who was pretty outright in telling me that the choice of food was to cater the large groups !! We had a fantastic experience eating out at Nostalgia and even at Martin's but all select foodie's would not recommend the food at the hotel at all!! They have a gorgeous infinity pool and also a new wing which houses another pool which we enjoyed !!! Our SPA exereince was also good!! 
To summarise all I can say is that it's a great place to stay with courteous staff but definately not a good place to eat in!!! A Beautiful Hotel which has miles to go where food quality and service standards are concerned!! We are definitely not coming back to this hotel !!",0
557,"We stayed here during the good friday long weekend and the resort was packed. Seems to have become extremely popular and talked about in the past year or do. I really don't know why?

The goods things first: The property is well laid out, not too big not to small. Its got a shuttle access to the beach which is convenient. Its close to the airport, about 20 mins. We had a really good time with the kids. The kiddy pool is nice and so is the children's center. The activities organised for the kids on Easter Sunday was fun. The staff at the childrens center was helpful. The pool looked nice and comfortable lazy benches in the pool to lie inside. 

Now for the real deal: Honestly for a 5 star property with a 5 star price its nowhere close. 
The rooms though spacious are not squeeky clean. We had a garden room the flooring tiles seemed to have some portion chipped off and the table in the room was not fully polished. The big bathtub in the bathroom (with the sliding door) seemed more like a hindrance rather than a comfort. 
The pool corners had dirt and goo accumulated. Saw that when my sister pointed it out, not a very pleasant sight. 
The worst part was the service and food. We had taken an all meals including package and maybe that was a big mistake as the food spread though large was poor in taste. Only saving grace was the dosa during breakfast which was exceptionally good. 
The service was appalling at the dining area. Seems like no one cares, everyone is running around like chickens with their heads cut off. When asked to do anything it takes forever and umpteen reminders. Really poor. Also the room service ordered for kids food takes forever to deliver and when asked to make it less spicy, it doesnt' happen that way. I cant understand how can they mess it up. 
The staff at the reception also painfully slow. Despite informing them well in advance they couldn't organise an airport drop off in time at 3 pm. It took forever to get a few cars in place. I find it hard to believe how difficult can that be. 
Our family was big with many children and we had fun, but I would not recommend this place to anyone with 5 star expectation. I have stayed at the Taj Village in Goa (see my other review) and believe me this is nowhere close. Service in a 5 star is top notch and sorry to say but Alila Diwa Goa has a long way to go. Glad that i will never be back here again.",0
558,"in this beatifull resort, the management locked the nice central pool for a wedding parry, not allowing any other of the guests to swim . it seems that a weddingparty is more important to te manager than his guests. after complaining , nothing changed , and the normal guests were not taken seriously. i have never seen something happening like this in a 5 star resort.",0
559,"I am writing with feedback about the dinner my family of eight and I had at Spice Studio, Alila Diwa last night, i.e. Wednesday, 4th January 2012.

From loud music, loud fights in the kitchen, dirty plates and snail pace service, one could describe it as a most unpleasant experience, definitely not one that would draw a customer for a second time around.

We were awed by the property itself and the elegance. However, once seated at the table, it was really something we never expected. 

Firstly, the waiters got the order all wrong. I don't know why more than one had to take the order to begin with.

The drinks came in one at a time, the last one, a humble orange juice arriving 45 minutes later midway during dinner. Cashew feni came instead of the Palm feni and when exchanged the waiter tried to light up the drink unsuccessfully with a cigarette gas lighter. Is this actually permissible? After all the effort the drink only ended up with an unpleasant smell! It took ages to even get two bottles of drinking water.

The appetisers arrived well after the drinks were had and then the dinner, one dish at a time, with the accompaniments rice/rotis coming in when the food was cold. No one thought of serving us and the heavy crockery was just placed on the table (you could really switch to something lighter for self service). And the climax was that half the order did not arrive - two dishes of mutton pepper fry, rice and a seafood salad. After some waiting we called the waiter who was absolutely clueless about the rest of the order and so were the other two who had pitched in to take the same.

We were told after consultation with the chef, that the salad would take at least 20 minutes to prepare, the mutton fry another 20 minutes and well, there were no suggestions of any quicker option. As a result 3 of us had no food to eat. We just about split what was left of the other dishes. We were even denied a naan to go along as it would take 15 minutes and then the two rotis which they condescended to bring arrived after we finished eating, all burnt around the edges. Most probably the dough was hurriedly prepared as it was raw in the centre. It seems they were in a hurry to close down the kitchen which we realised when leaving.

I would understand if something like this happened in an overcrowded restaurant and not one that had hardly five guest covers last evening. The way the staff was operating serving all five at one time, with one dish here and one there, gave the impression that these were either untrained hands or that the hotel just lacked the capacity to run a restaurant. We had to keep asking for the music volume to be lowered and another guest and I had to request that the shouting in the kitchen be moved elsewhere. It was really difficult to have a relaxed evening and conversation across the table.

I really do hope the hotel takes this feedback seriously as this is NOT an experience one takes back from a hotel of supposedly of this standard. I would not rate it as the Best Hotel in India after yesterday. I surely hope the rest of the services are better. For us it was just a waste of money and we could have got a better deal in the restaurant across the road.

The only staff member who can be recommended was the Security Guard at the entrance of the hotel, who was very helpful with my disabled mother, getting her in a wheelchair and taking her into the hotel and out of it. He really stood out for his good and polite behaviour and willingness to help. This was a small consolation for my 84 year old mother, who does not go out any more, but did so specially yesterday just for us. She didn't even get her small salad!",0
560,"The hotel is supposed to be a five star property but it does not match to any of the other places i have stayed in Goa in my earlier visits. 

The staff is not only ignorant but very callous towards the needs of the guests.( if I tell them that there is no salt in the sambar and he reverts that salt is there on the table u can understand what I am saying!)

They take too long to do the check in and one person does not know what the other is doing so there is total chaos.

There were no napkins in the rest rooms!

The gala dinner for the new year eve was at a steep price of Rs 6000 per head ( compulsory ) and what they offered us was street food of Mumbai ! i could see all the foreigners just having fruit for dinner. There was no show and at midnight there were barely a one minute firework which ended before it began.Total shoddy show. We were made to pay for the gala dinner along with our booking but on 31 afternoon we realise that we have to book our table, which was too late so we got a very corner table. they did not have to courtesy to tell us also that we have to get our table alloted or anything.",0
561,"Great place for a quiet break in Goa. If you want to stay away from North Goa tourism, this is just the place to be.

Rooms were very good. Food was very good. Service was selectively very good and at times not so good.",1
562,Stayed in alila for 2 nights with kids it was amazing atmosphere massive lung space and Waterbodies. Check Inn was not fast they took there time for the formalities but till I waited they served kokum juice and wet towels which was nice.room was nice with all Morden amenities and the bathroom was also of the same size with a sliding door which did not have lock which was disappointing with kids in the same room . swimming pool was lovely clean overlooking the paddy fields. My kids enjoyed kids club and the mini theatre. They have shuttle to the beach which is 500m from the property but the beach does not have any beach activities. Spa had complimentary suna but steam was charged which was disappointing. Breakfast at vivo was very good special there masala chai. During checkout luggage took 20 minutes to come to lobby. Had lunch in martins which was 400m from the property but could go for dinner as the stretch was dark so had dinner in fishka which is right opposite the hotel which was also good . Hotel does not provide complimentary airport transfers which is disappointing. And the taxi system in goa is very pathetic they charge 500rs if u have to go nearby I don't know when app based taxis would be launched in goa it would be boon for travellers like us.over all very good property .,1
563,"Very good property and its feel amazing when your are enjoying its infinity pool with rain pouring from sky.
Luxury on its best..!
Lovely feeling to be here and a strongly recommend to come with your family",1
564,"I was at Alila diwa recently with my family. It was a great stay overall. Rooms were comfortable and had a great decor. Breakfast at the Vivo was very nice. There is 1 thing which needs to improve ( as such the 4 star rating): The staff at the reception can be a bit more helpful. I wanted a self driving car and I was told they have taxis near the hotel and I should use those. When I asked for some contacts for self driven cars, the lady at the reception showed a cold face and said she does not have any contact. Really?? Someone beside her told me to check in google. Oh...I forgot google, thanks for reminding me. Why don't you replace the reception staff with the google search engine and ""OK google"" ??? That would be so much better. That was disappointing. Rest of our stay was great.",1
565,Lovely place with beautiful rooms. Nice food and the staff is highly courteous and excellent. Choice of cuisines is nice. Loved walking around the resort. So much greenery and it's kept very clean. Definitely recommendable,1
566,"Definitely counts among the beautiful properties in Goa. Some reasons why you should and may not choose to stay here.

Why you should stay here:
1. Beautiful property, peaceful surroundings
2. Large rooms, clean huge bathrooms
3. Hospitable, prompt, courteous and cheerful staff
4. Good food
5. The resort is around 20mins away from Margao (Madgaon) by taxi and around 45mins from the airport
6. Offers ample space for kids to play and run around. They also have dedicated play areas for kids.

Why you may not stay here:
1. This resort is not on the beach and the nearest beach(Gonsua beach) is around 1.5kms away (15min walk)
2. If you are looking for shopping and other commercial stuff, the nearest beach is Kolva beach which is around 7kms away.
3. There are similar beautiful properties offering similar facilities which have their own private beaches.

This resort should be definitely considered if you are just wanting to be in peace with nature or with kids.",1
567,"We were here (our group of 10 people) in the long Independence day weekend. The hotel is good, food is excellent and service is also very good. Liked the pool also. As its a low rise had a chance to walk around. Beach is a five minute walk away though.",1
568,"Great experience in a very well located resort. The rooms are very good and it is a good opinion for a family holidays. Despite the fact thatt the beach is 1km aways, the hotel provides a shuttle. The food is good.",1
569,"This resort is set amidst greenery and huge banyan trees which gives you a feeling of being not in one of the regular resorts. Being a part of a group of nearly sixty people our rooms were given to us as and when they were ready and the last room was given at 3 pm. The rooms are very spacious, the bath room and walk in ward robes are a delight for the guests. The room had a huge balcony and sit out. Being on the ground floor, there was a small garden like area extending from the balcony which lent natural charm just outside the room. The Edge Pool is a great pool to spend some hours swimming at the resort. The restaurant is very spacious enough to accomadate more than one group of guests, if required. 
The food served was good, but could have been better for a resort of this high rating. The quality of fish items that were on offer for buffet lunch/dinner was not good. Some items were too spicy. A few of the items were very good and the desserts spread was excellent. A mention has to be made of the flies inside the restaurant. They were on the food items, at the dining table and sometimes even on our face as we were dining. This is a matter of serious concern.
The resort staff was very helpful and courteous. The WiFi connectivity was very good at all places in the resort. There was some problem with the television connection in the room. The connection would come on and off and sometimes at the dead of night the TV would come on and spring a surprise to us.
A very good resort to enjoy a holiday and I hope that the management will attend to the suggestions I have made.",1
570,"Hotel is about 45 mins drive from the airport in Majorda. It is quite close to the beach. It has two swimming pools, gardens, well stocked bar, restaurant and banquet halls. Hotel is done up in traditional Goan style especially the lobby.",1
571,"When we arrived at the resort we were not ready for what lay behind the subtle facade.The personalized warm welcome & the serene surroundings relaxed and calmed us down immediately.The walk till the rooms is a delight. The rooms are awesome and very comfortable.The luxurious bathroom needs a special mention.
The infinity pool had the kids hooked. Food is scrumptious and lavish spread at the breakfast spoils us for the choice.The resort was full but devoid of any cacophony that usually accompanies a big crowd. Walk to the beach is just 10 min. The beach is neat clean and very thinly crowded as only the guests come there.The best part is the very courteous staff. Always smiling and eager to make the stay comfortable. All in all an amazing place to stay. I would strongly recommend.",1
572,"an excellent excellent resort spread over vast land,it is very well maintained ,the amenities ,the pool beautiful,the services good, the staff very cooperative and courteous, the food also good, the beach is close by",1
573,"We stayed at All Diwa over Christmas 2016 and had the most amazing time. The staff and hotel were fantastic. However what really made our trip to Goa was the beach shack at the bottom of the road by the hotel called Mashas. The hotel provide transport to the beach all day until 7pm and you must visit Mashas at least once while staying at Alila Diwa. Do it early in your trip and you will go there again and again. We spent most days on the quiet beach in front of Mashas. There are only two shacks there and never more than around 100 people on the beach - and nothing for around 1 kilometre in either direction. 

However, what really makes Mashas special is Masha herself and the amazing team of guys she has working for her. The food is amazing and really well priced. We were able to eat 2 meals of fresh fish cooked to order a day, beer and drinks all day and all for around £30-£40. The staff are incredibly friendly and will make you feel at home from the minute you arrive. You can select the fish, lobster or giant prawns you want to eat (if you're there at the right time) from the catch they buy each day which is brought out for customers see and pick out what they want. From the sea to your plate in a few hours. Simply amazing. Masha is wonderful and an amazing host. If you want to laze on the beach and eat delicious fresh cooked food, this is the place to do it.",1
574,"Have just returned from this stunning resort where our pictures don't do it justice. 
My best friend took me for my 40th birthday which was supposed to be a week of peace and relaxation without our children and we got exactly that!!! Everything within the resort was perfect, and the team of staff were superb even down to the smallest detail. Special thanks to John and Zoheb at The Edge bar who looked after us everyday, their service was exceptional! It's a shame we don't get service like theirs in London. 
Cannot recommend the resort highly enough, we loved every minute of every day. Thank you Alila Diwa for the most memorable birthday!! Hope to see you again one day.",1
575,"We have just got back from a week in Goa, staying at this lovely hotel. From our arrival, early in the morning, we were met with a friendly, warm reception. The quiet room we had requested, was perfectly provided; quite large with a generous living area, bathroom and balcony, overlooking a nice garden. Having picked up a chest infection en route, the Reception staff quickly arranged for a doctor to visit and prescrbe antibiotics, which they arranged to be delivered by a nearby chemist.
The hotel has a gorgeous infinity pool and plenty of sunbeds and seats. There is also a free shuttle bus to the fantastic beach.
But most of all, we were delighted by the friendly, attentive and kind service by the staff. We chose the all-inclusive option, on arrival, and were very glad we did, because the food was superb, especially when choosing from the optional a la carte menu! In the restaurant, the staff were quite the best we have experienced in hotels around the world, attentive and keen to ensure you had everything you needed. Amongst the staff, we would especially commend, Alastair, Delmore, Bitu and Tukaram, who were ably guided by Andrea, the maitr d'. We would definitely recommend this hotel, and fully intend to visit it again next year.",1
576,"I was here for 3 days and overall experience was great, Rooms are great along with other amenities. Great place to relax and rejuvenate your spirits. Buffet is great however being an north Indian would have loved more of north Indian cuisine.",1
577,"My wife and I stayed at Alila Diwa for 5 days in early January. From the moment we arrived we were bowled over by the welcome from staff and the magnificent Christmas tree. We didn't expect that! 

We stayed in the Diwa resort within the hotel. The room had everything we needed, and then some. It also looked out over the private pool which is just what I wanted.

However, the main stand out was the bistro in the Diwa resort, and, in particular, the new Chef Pradip and Ricky the waiter. Pradip cooked wonderful breakfasts and snacks for us, and really made us feel welcome in India. Likewise Ricky was super attentive and seemed genuinely happy that we were visiting his homeland. Both were fantastic ambassadors for the hotel.

In case it wasn't clear, the food was great with the breakfasts a real stand out. 

There were no issues at all with our stay and we got to laugh at Russian fashion sense - which is always a bonus!",1
578,"Super is the word for the property like this , simply too good . Luxury at its best . Enjoy u r drinks in infinity pool . Bar rates are also too reasonable . So ahead & enjoy the most . Breakfast spread is awesome . Not to miss ice creams in breakfast . Kids play & activities area is also very interactive . .
Super recommend this property .",1
579,"We had a wonderfull stay at this hotell. The standard was very high and the hotell overall was quit and calm. Although the hotell was full it didn't feel crowded as other hotells usally do. The staff was very friendly and hellpfull. My wife and me was a litte worried about the food as she is alergic to nuts. But thanks to the great staff everyting went well. The food was great and much to choose from. We would like to send a special thanks to two of the waiters, Tukaram Channementri and Shaan Usman which went the extra mile in excellent servie. We really recommend this hotell!",1
580,Wonderful hotel!! Very Good location!! Great stay!! Spacious rooms and excellent food. Awesome spa!! Above all an exceptional team!!Would love to go back soon!!Thank you team Alila Diwa for making our stay in Goa memorable!!,1
581,"We have visited this hotel almost every year since it opened in 2009. That in itself should tell you that we are more than satisfied.
Of course, there have been hiccups in service, which may be down to the language barrier of more junior staff but once this is brought to the attention of the Management they are straight on it 
The staff in the restaurant for breakfast are always extremely willing and once you take the trouble to explain what is required - voila - its there
Everyone is friendly and helpful and I must mention Ramashan in the Pool area who is absolutely first rate. A real credit to them.
Already looking to book again.",1
582,Alila Diwa was really good with very friendly staff. The rooms were excellent and very spacious. Breakfast buffet was amazing with large variety of items and staff very friendly always willing to help with a smile. We will definitely recommend this hotel and will definitely stay here again.,1
583,"We stayed at the Alila Diwa for two weeks in January in a standard Club room. I have difficulty walking and am on crutches so it was very much appreciated that the staff offered help wherever I went.

The room was very spacious and the bed and pillows were very comfortable (I am not easy to please when it comes to beds and pillows) but this bed was exceptionally comfortable. There are two wardrobes, a dressing table, a roll top bath, a walk-in shower and separate wc and a his and hers sink unit in the bathroom! The lighting has been thought about before installation and there are lots of options at the touch of a button. I particularly liked the night light option which provided subtle low lighting so you don't bang your toe on your way to the loo during the night! The air conditioning is great and there's even a ceiling fan! All rooms have patio doors onto a balcony which overlooks the pool. We didn't hear any noise while we were there which is just as we like it.

When I booked the Club side of the hotel, I wasn't very clear about how this worked but having stayed there I am so pleased I paid the extra to stay in the Club section. Although it meant you did have to walk to get to the main hotel area with the Vivo restaurant and the Edge Bar and infinity pool, it was so much quieter and more relaxed in the Club section which is just what we were looking for. Don't get me wrong, none of the hotel was noisy at any time while we were there but we liked the fact that there were lots of empty loungers throughout the day where we were and some days there wasn't anyone in the pool at all. Like others, I too find the people who reserve loungers all day by placing their towels on them, annoying and although this seemed to happen a lot over the main hotel pool, we didn't encounter it at all during our stay at the Club. Ilando, one of the waiters at the Diwa Club deserves an extra special mention for his big smile, helpful manner and attention to detail. He has a way of making you feel important without being too over the top. Thank you Ilando. Pradip who is one of the chefs at the Diwa Club restaurant is another member of staff worthy of mention. Pradip went out of his way to ensure we were happy with our meal and always offered to prepare something other than what was on the menu if preferred. A very small crticism of the Club restaurant is that when you stay for two weeks the menu gets a little restrictive so it was nice to have the offer of extra choice. Thank you Pradip for going the extra mile! I do hope management will pass on our gratitude. We did dine at Vivo fairly regularly also and I can honestly say, with hand on heart, it's the best food we've ever had on an all inclusive holiday. We always went for the Indian food choices and they were lovely.

The front desk at the Club side was very welcoming and a special thank you to Pervani who remembered our names and greeted us with a big smile whenever we passed by.

Having read the review which claimed the shuttle to the beach took a long time, I cannot understand it. The shuttle passed regularly when we were there and whenever someone turned up for a lift the shuttle bus took them so I wouldn't take too much notice of that complaint.

As we were All Inclusive I was a bit disappointed to find that the Spice Studio restaurant was not part of the all inclusive package. They did however reduce our bill by 50% and as the food was very nice it's not really a complaint. I would suggest to management however that the restaurant would be a lot busier if they reduced their prices a bit.

There are areas of the hotel which need a bit of upgrading but overall this is a lovely place to stay with staff who want nothing more than to make your holiday the best it can be. Thank you Alila Diwa for the memories and just keep on doing what you do .",1
584,"A spacious and contemporary hotel 20 minutes from airport. The staff were very attentive with in-house dining options. Most rooms have a balcony or terrace with luxury bed linen, towels and silks. A free shuttle service to the beach is well worth it for those who have difficulty in walking for 10 minutes or so. Good value for money.",1
585,"I have stayed in many hotels across the world and on first glimpses this is a beautiful one. Very carma. Lovely rooms. I came for an experience as you would with so called 5 star.
Breakfast is one of the most stressful experiences. Buffet I except, but no guest should have to hunt for plates, cutlery or napkins. Asking for a special order of eggs was like I had 2 heads and when it arrived it was shoved on the table. Where is the maitradee. No where to be found.
Sun beds next. Why do management allow customers to put down towels in the morning only to find that these beds are not used all day leaving customers who do want beds scratching there heads.
Bus shuttle next. My partner waited over 25 mins not once but twice to get to the beach. I who enjoy a walk came up the road twice in the time it took for my partner to get to the beach.
The staff are friendly and will do anything for you. What they lack is strong management and direction. I will not be using this hotel again",1
586,"Had a ten day stay at the Alila Diwa Hotel in Goa , in early Jan. We were in the Diwa section of the hotel giving us access to the 
Bistro Baron a daily basis and a separate pool which was for my wife and I , a little exclusive and certainly added to the holiday as we loved the quality of service from all of the staff and the food at breakfast and evening was superb .Nothing was too much trouble for any of the staff. From the front desk to your room service , everyone was helpful , kind and courteous. The Hotel is immaculate, beautifully manicured gardens, relaxing pools and an all round great atmosphere. It was our first experience in Goa, and any worries relating to the trip we're eased by knowing that all of your home comforts and a lot more were covered back at the hotel . We really enjoyed staying at the Alila Diwa. A top hotel all round.",1
587,"Just returned from Alila Diwa Goa today. 
Fabulous property with ever smiling staff. We had stayed in Terrace room which was really big with a nice comfy bed and a really huge bathtub. The room setting is really romantic and is best for couples. The service and staff here is one of the best i have seen in 5 star hotels. They always go an extra mile with whatever needs are required by the customer. The Infinity pool overlooking the Paddy fields during sunset is simply breathtaking. The Breakfast spread is really huge and very delicious. Our trip was made more memorable by the Head Chef Aline and Sherwan who gave us a surprise visit to our room with a yummy cake for our anniversary.",1
588,"very friendly staff .. amazing hotel .. has very good restaurants my favourite is vivo and the sheff is super understanding. The spa experience is outstanding, so relaxing and clean. The pool is nice too.",1
589,Excellent service by payas Delicious food Beautiful room Amazing decorating room by Payas Lovely decorate bathtub with cake Service is super Lovely interior Amazing view Valuable trip Enjoying fun and fun trip,1
590,"Have now stayed here for 3 - 4 weeks for the last 6 years during January.

It is a super hotel with very courteous and friendly staff. Nothing is too much bother and everything asked is performed with pleasure.

Vivo restaurant has a very good buffet every day changing breakfast, lunch and dinner and also an à la carte menu. It is reasonably priced for a hotel of this standard.

Edge bar serves the usual range of international drinks and cocktails and is situated by the pool with comfortable seating areas both inside and out. Inside is air conditioned.

We stayed in a loft room which is fairly large with a nice balcony. the bed is amazing!",1
591,"This was our second visit to this amazing hotel. The rooms are huge, comfortable and very clean. We stayed at the Diwa Club which is just that bit special. the staff at this hotel are superb, nothing is to much trouble. A Special thanks to Jaffa, Tukarem, Joyal and Richard and all the Bistro staff. Thank you Illando for looking after us so well, we appreciated it.",1
592,"This resort gives you a WOW experience. Whole setup of the resort is wonderful. Rooms are superb. Washrooms are huge (in rooms near spa), so are the rooms. Food quality is awesome. Location of pool is breathtaking.",1
593,"An overall WOW experience at this resort.
The entire staff has a 'yes sir' attitude for any concerns and they fulfil them happily.
The food at spice court was especially good with the authentic flavours. Server Ricki was very knowledgeable and suggested the right type of food we wanted and the right quantities. He was superb at his service.
Vivo cafe too had a delightful spread for breakfast and servers Subrata and Veldone were very kind and good in helping out for whatever we needed.
Front office - check in was very smooth with Leon doing his job very well and front office manager Kasuga was exceptionally kind and helpful in helping out any of our requirements.
The swimming pool area with the the bar was a great area for recreation and for excellent evening cocktails. 
Overall a wonderful stay, not just for me but for my 4 year old son too. 
I would recommend this resort as a true 5 star property as it has a personalised feel to it which one misses at a large resorts.
I look forward to being back at Alila Diwa, Goa very soon.",1
594,"I attended a training programme here in november, Alila exudes a warm friendly atmosphere alongwith great interiors and spacious rooms, the rooms have a big bath tub where you can relax after a busy day, it also has a mini theatre where hollywood and bollywood films are played, food is great and the variety is enough, thumbs up",1
595,"Awesome time . Edge bar staff superstars, Diwa club Syl superman , Chef,s will deliver anything at your request. The best food , everyone at your finger tips, security staff all very friendly , swimming pool the view is die for . Xx",1
596,"This was our very first visit to India and we picked such a fabulous hotel. All the staff were so friendly but especially Tukaram who went out of his way to accommodate my dietary requirements, nothing was too much trouble for him. He is a real star, we will be booking again next January.",1
597,Another years visit to now my second home great stay great atmosphere helpful friendly staff wonderful food great location I could go on forever but it would only bore you. In my opinion one of the best hotels in Goa and a great team of people make it a very enjoyable stay.,1
598,"We have visited this hotel almost every year since it opened in 2009. That in itself should tell you that we are more than satisfied.
Of course, there have been hiccups in service, which may be down to the language barrier of more junior staff but once this is brought to the attention of the Management they are straight on it 
The staff in the restaurant for breakfast are always extremely willing and once you take the trouble to explain what is required - voila - its there
Everyone is friendly and helpful and I must mention Ramashan in the Pool area who is absolutely first rate. A real credit to them.
Already looking to book again.",1
599,Alila Diwa was really good with very friendly staff. The rooms were excellent and very spacious. Breakfast buffet was amazing with large variety of items and staff very friendly always willing to help with a smile. We will definitely recommend this hotel and will definitely stay here again.,1
600,"Fab hotel with lovely big rooms and tranquil setting. We were bed and breakfast which was perfect fir us as lots of places to eat within walking distance. Had great breakfast, usually freshly made masala disa (crispy Indian pancake with potato filling accompanied with coriander chutney), couple of hours by pool watching kingfisher, egrets, bison and mich more before heading to beach. Shuttle to beach available at anytime. Shacks supplied beds and plenty of good food and cheap beer, sea like a warm bath with great waves. 
Tip - use jewellers next to main entrance (Zorro's) to change money. Great rates and we had rings made there which we love. We would go to Alila again.",1
601,"my suitcase was opened and all cash has been stolen from my purse and wallet. It has been two days now, no one has a clue, the security is not strong enough and security head not cooperative atall, the GM is trying to help. lets see what happens. , but this has been my most disappointing trip",0
602,"4 months after my 7 night stay I am still awaiting a refund for a triple booking on my room promised by Vipul Bhosle the Assistant Manager Front Office. Although I have emails promising the refund it still is outstanding. Because of the lack of professionalism and integrity of the management staff I would never go to this hotel again. In addition, the resort is poorly lit and my friend fell down the stairs as a result. The wait staff and housekeeping were great my issues is with the management. Additionally we got dressed and headed to the seafood restaurant only to find out it was closed.",0
603,"I was very disappointed with my stay here from the minute we walked in. We had booked the all inclusive dining package and when we checked in we found out it only included the buffet meals and we wanted to try the various restaurants. We asked if we could remove the package and we were told no. They suggested we cancel our reservation and pay the penalty fees and re book without the package. It was one of the dumbest and most annoying suggestions I have ever heard in my life. The service was about the same for the rest of the stay. Terrible and sloooooow. I have been to other park Hyatt hotels and this just didn't feel like a park Hyatt at all. The overall design of the property was not modern and minimalistic like most of their properties. The property itself was massive with a lot of swimming pools, activities, a very nice beach and great landscaping but the room was very outdated. Again it wasn't modern or high end. It just felt old. There were stray cats on the property too which were a nuisance when we were trying to enjoy our dinner outdoors.
Park Hyatt is a great brand with beautiful high end and modern properties but this was definitely not one of them. Not sure if I will trust park Hyatt again.",0
604,"My husband and I travel around the world all the time and Hyatt brand is always our number one choice when it comes to choosing a hotel. Therefore there was no question where we were going to stay on our trip to Goa. This hotel being Park Hyatt, our expectations were very high as the quality of Hyatt Regency and Grand Hyatt in other parts of the world have always been very high. 
The grounds and setting are beautiful, so is the spa and the staff at the spa. Look for Harendra in the buffet restaurant, as he seemed to be the only one with training and always with a friendly smile. 
Staff is generally poorly trained, even simple tasks like bring you ice bucket with your bottle of wine in 35 degree heat seemed impossible, asking for extra ice was basically a joke! We opted for the full board at the buffet restaurant. Even though the food was nice the first day, we soon found the choices were never changed and exactly the same for lunch and dinner every single day. If you are looking for something other then Indian food for a change, the only option is Caesar salad! The biggest issue however was the absolutely disgusting duvet and pillows we discovered in our room on the second day. We wouldn't have expected this even in a 3 star hotel! Just absolutely gross! We had to ask twice to have it changed and the reaction was very oblivious. They don't seem be using any mattress or pillow protectors either, which I would have expected in a hotel of this calibre without question. This made us question other hygiene practices throughout the resort. There was three day wedding going on with loud music and loud guests. There was also a conference taking place, which on one evening restricted access to the beachfront bar/restaurant, but no warning was given to us on this. We did complain again at checkout, but they didn't seem to know how to deal with the complaint. We received an email from the front desk manager with an apology later in the day, however it was clear this was just a standard template as someone else name was appearing the body of the text! This just confirmed how poorly the staff is trained. We would never go back and we will also think twice before going back to any Hyatt hotel! Just extremely disappointed with the whole experience especially as this was our honeymoon!",0
